merchant_id,merchant_category,total_transactions,total_payment_volume,avg_transaction_amount,failed_transactions,fraud_transactions,chargeback_transactions,failure_rate_pct,fraud_rate_pct,chargeback_rate_pct,merchant_risk_level
MERCH00505,Restaurant,21,799.74,38.08,2,1,0,9.52,4.76,0.0,Low Risk
MERCH00502,Restaurant,21,1463.17,69.67,2,1,0,9.52,4.76,0.0,Low Risk
MERCH00499,Grocery,21,1329.1,63.29,2,1,0,9.52,4.76,0.0,Low Risk
MERCH00463,Grocery,21,815.92,38.85,2,1,0,9.52,4.76,0.0,Low Risk
MERCH00454,Grocery,21,971.14,46.24,2,1,0,9.52,4.76,0.0,Low Risk
MERCH00440,Retail,21,1711.76,81.51,3,1,0,14.29,4.76,0.0,Medium Risk
MERCH00418,Retail,21,1088.18,51.82,1,1,0,4.76,4.76,0.0,Low Risk
MERCH00416,Retail,21,1314.86,62.61,2,1,0,9.52,4.76,0.0,Low Risk
MERCH00403,Grocery,21,1080.51,51.45,2,1,0,9.52,4.76,0.0,Low Risk
MERCH00380,Fuel,21,1118.37,53.26,1,1,0,4.76,4.76,0.0,Low Risk
MERCH00370,Grocery,21,936.16,44.58,0,1,0,0.0,4.76,0.0,Low Risk
MERCH00322,Retail,21,1104.19,52.58,3,1,0,14.29,4.76,0.0,Medium Risk
MERCH00315,Grocery,21,1275.34,60.73,2,1,0,9.52,4.76,0.0,Low Risk
MERCH00305,Restaurant,21,1180.14,56.2,2,1,0,9.52,4.76,0.0,Low Risk
MERCH00298,Retail,21,1215.08,57.86,0,1,0,0.0,4.76,0.0,Low Risk
MERCH00291,Fuel,21,1063.83,50.66,1,1,0,4.76,4.76,0.0,Low Risk
MERCH00285,Grocery,21,990.79,47.18,1,1,0,4.76,4.76,0.0,Low Risk
MERCH00264,Grocery,21,1722.67,82.03,0,1,0,0.0,4.76,0.0,Low Risk
MERCH00244,Grocery,21,1331.01,63.38,2,1,0,9.52,4.76,0.0,Low Risk
MERCH00231,Fuel,21,808.8,38.51,1,1,0,4.76,4.76,0.0,Low Risk
MERCH00206,Restaurant,21,711.01,33.86,1,1,0,4.76,4.76,0.0,Low Risk
MERCH00174,Restaurant,21,1215.66,57.89,5,1,0,23.81,4.76,0.0,High Risk
MERCH00163,Retail,21,1515.32,72.16,1,1,0,4.76,4.76,0.0,Low Risk
MERCH00128,Retail,21,1143.3,54.44,4,1,0,19.05,4.76,0.0,High Risk
MERCH00118,Grocery,21,1339.73,63.8,0,1,0,0.0,4.76,0.0,Low Risk
MERCH00111,Restaurant,21,934.2,44.49,1,1,0,4.76,4.76,0.0,Low Risk
MERCH00088,Restaurant,21,1398.41,66.59,0,1,0,0.0,4.76,0.0,Low Risk
MERCH00059,Retail,21,905.84,43.14,1,1,0,4.76,4.76,0.0,Low Risk
MERCH00024,Retail,21,1324.68,63.08,1,1,0,4.76,4.76,0.0,Low Risk
MERCH00790,Retail,22,1368.79,62.22,1,1,2,4.55,4.55,9.09,High Risk
MERCH00392,Restaurant,22,1288.94,58.59,4,1,2,18.18,4.55,9.09,High Risk
MERCH00145,Retail,22,1250.24,56.83,0,1,2,0.0,4.55,9.09,High Risk
MERCH00681,Grocery,22,924.96,42.04,2,1,1,9.09,4.55,4.55,High Risk
MERCH00643,Restaurant,22,1432.46,65.11,1,1,1,4.55,4.55,4.55,High Risk
MERCH00614,Grocery,22,890.52,40.48,3,1,1,13.64,4.55,4.55,High Risk
MERCH00606,Retail,22,1402.11,63.73,3,1,1,13.64,4.55,4.55,High Risk
MERCH00522,Restaurant,22,1281.89,58.27,2,1,1,9.09,4.55,4.55,High Risk
MERCH00484,Retail,22,973.41,44.25,1,1,1,4.55,4.55,4.55,High Risk
MERCH00386,Retail,22,934.05,42.46,0,1,1,0.0,4.55,4.55,High Risk
MERCH00370,Restaurant,22,1190.5,54.11,1,1,1,4.55,4.55,4.55,High Risk
MERCH00331,Retail,22,923.21,41.96,1,1,1,4.55,4.55,4.55,High Risk
MERCH00266,Restaurant,22,1224.7,55.67,1,1,1,4.55,4.55,4.55,High Risk
MERCH00198,Retail,22,1333.73,60.62,3,1,1,13.64,4.55,4.55,High Risk
MERCH00147,Grocery,22,1239.75,56.35,0,1,1,0.0,4.55,4.55,High Risk
MERCH00135,Retail,22,1227.29,55.79,2,1,1,9.09,4.55,4.55,High Risk
MERCH00081,Retail,22,1260.66,57.3,1,1,1,4.55,4.55,4.55,High Risk
MERCH00011,Retail,22,1466.84,66.67,1,1,1,4.55,4.55,4.55,High Risk
MERCH00002,Restaurant,22,1118.62,50.85,0,1,1,0.0,4.55,4.55,High Risk
MERCH00789,Retail,22,988.6,44.94,1,1,0,4.55,4.55,0.0,Low Risk
MERCH00788,Restaurant,22,1107.42,50.34,0,1,0,0.0,4.55,0.0,Low Risk
MERCH00748,Restaurant,22,992.88,45.13,1,1,0,4.55,4.55,0.0,Low Risk
MERCH00728,Retail,22,1178.99,53.59,2,1,0,9.09,4.55,0.0,Low Risk
MERCH00724,Grocery,22,1179.28,53.6,0,1,0,0.0,4.55,0.0,Low Risk
MERCH00698,Retail,22,883.0,40.14,2,1,0,9.09,4.55,0.0,Low Risk
MERCH00660,Retail,22,1383.42,62.88,0,1,0,0.0,4.55,0.0,Low Risk
MERCH00629,Travel,22,829.51,37.7,3,1,0,13.64,4.55,0.0,Medium Risk
MERCH00625,Fuel,22,1264.66,57.48,0,1,0,0.0,4.55,0.0,Low Risk
MERCH00609,Retail,22,1202.26,54.65,0,1,0,0.0,4.55,0.0,Low Risk
MERCH00579,Grocery,22,1192.75,54.22,1,1,0,4.55,4.55,0.0,Low Risk
MERCH00564,Retail,22,1399.65,63.62,3,1,0,13.64,4.55,0.0,Medium Risk
MERCH00519,Retail,22,1579.75,71.81,2,1,0,9.09,4.55,0.0,Low Risk
MERCH00494,Grocery,22,1002.98,45.59,2,1,0,9.09,4.55,0.0,Low Risk
MERCH00377,Retail,22,776.04,35.27,0,1,0,0.0,4.55,0.0,Low Risk
MERCH00375,Grocery,22,777.83,35.36,1,1,0,4.55,4.55,0.0,Low Risk
MERCH00357,Grocery,22,1401.59,63.71,4,1,0,18.18,4.55,0.0,High Risk
MERCH00341,Retail,22,1031.11,46.87,1,1,0,4.55,4.55,0.0,Low Risk
MERCH00275,Restaurant,22,1650.2,75.01,0,1,0,0.0,4.55,0.0,Low Risk
MERCH00217,Restaurant,22,862.15,39.19,1,1,0,4.55,4.55,0.0,Low Risk
MERCH00200,Retail,22,1139.16,51.78,3,1,0,13.64,4.55,0.0,Medium Risk
MERCH00191,Restaurant,22,1213.55,55.16,0,1,0,0.0,4.55,0.0,Low Risk
MERCH00053,Restaurant,22,1461.96,66.45,2,1,0,9.09,4.55,0.0,Low Risk
MERCH00006,Grocery,22,1159.09,52.69,0,1,0,0.0,4.55,0.0,Low Risk
MERCH00769,Retail,23,1181.77,51.38,0,1,3,0.0,4.35,13.04,High Risk
MERCH00741,Retail,23,1217.04,52.91,4,1,2,17.39,4.35,8.7,High Risk
MERCH00721,Retail,23,1062.99,46.22,1,1,2,4.35,4.35,8.7,High Risk
MERCH00136,Restaurant,23,794.0,34.52,2,1,2,8.7,4.35,8.7,High Risk
MERCH00741,Grocery,23,746.86,32.47,2,1,1,8.7,4.35,4.35,High Risk
MERCH00639,Retail,23,1581.11,68.74,3,1,1,13.04,4.35,4.35,High Risk
MERCH00599,Retail,23,1502.03,65.31,5,1,1,21.74,4.35,4.35,High Risk
MERCH00587,Grocery,23,1434.52,62.37,3,1,1,13.04,4.35,4.35,High Risk
MERCH00569,Grocery,23,901.11,39.18,2,1,1,8.7,4.35,4.35,High Risk
MERCH00539,Grocery,23,2363.21,102.75,1,1,1,4.35,4.35,4.35,High Risk
MERCH00535,Retail,23,1381.09,60.05,1,1,1,4.35,4.35,4.35,High Risk
MERCH00508,Retail,23,1290.33,56.1,2,1,1,8.7,4.35,4.35,High Risk
MERCH00469,Grocery,23,1072.51,46.63,0,1,1,0.0,4.35,4.35,High Risk
MERCH00446,Retail,23,1878.81,81.69,2,1,1,8.7,4.35,4.35,High Risk
MERCH00338,Retail,23,1307.29,56.84,0,1,1,0.0,4.35,4.35,High Risk
MERCH00306,Retail,23,1071.42,46.58,2,1,1,8.7,4.35,4.35,High Risk
MERCH00275,Retail,23,1589.31,69.1,3,1,1,13.04,4.35,4.35,High Risk
MERCH00275,Grocery,23,1557.19,67.7,1,1,1,4.35,4.35,4.35,High Risk
MERCH00217,Retail,23,1174.83,51.08,2,1,1,8.7,4.35,4.35,High Risk
MERCH00096,Grocery,23,1181.72,51.38,1,1,1,4.35,4.35,4.35,High Risk
MERCH00073,Restaurant,23,1553.61,67.55,0,1,1,0.0,4.35,4.35,High Risk
MERCH00737,Retail,23,1495.78,65.03,2,1,0,8.7,4.35,0.0,Low Risk
MERCH00642,Grocery,23,1464.32,63.67,2,1,0,8.7,4.35,0.0,Low Risk
MERCH00520,Retail,23,1219.32,53.01,0,1,0,0.0,4.35,0.0,Low Risk
MERCH00467,Retail,23,961.49,41.8,0,1,0,0.0,4.35,0.0,Low Risk
MERCH00315,Retail,23,1724.96,75.0,3,1,0,13.04,4.35,0.0,Medium Risk
MERCH00229,Retail,23,851.22,37.01,4,1,0,17.39,4.35,0.0,High Risk
MERCH00226,Grocery,23,1827.79,79.47,1,1,0,4.35,4.35,0.0,Low Risk
MERCH00190,Restaurant,23,1159.15,50.4,1,1,0,4.35,4.35,0.0,Low Risk
MERCH00181,Grocery,23,1379.81,59.99,0,1,0,0.0,4.35,0.0,Low Risk
MERCH00159,Grocery,23,1216.9,52.91,3,1,0,13.04,4.35,0.0,Medium Risk
MERCH00152,Retail,23,1682.53,73.15,1,1,0,4.35,4.35,0.0,Low Risk
MERCH00095,Restaurant,23,1458.85,63.43,3,1,0,13.04,4.35,0.0,Medium Risk
MERCH00068,Grocery,23,1162.53,50.54,2,1,0,8.7,4.35,0.0,Low Risk
MERCH00032,Retail,23,1313.08,57.09,3,1,0,13.04,4.35,0.0,Medium Risk
MERCH00030,Retail,23,1164.05,50.61,3,1,0,13.04,4.35,0.0,Medium Risk
MERCH00013,Restaurant,23,1284.34,55.84,2,1,0,8.7,4.35,0.0,Low Risk
MERCH00575,Retail,24,1316.81,54.87,1,1,3,4.17,4.17,12.5,High Risk
MERCH00713,Fuel,24,1606.74,66.95,0,1,1,0.0,4.17,4.17,High Risk
MERCH00688,Grocery,24,1070.98,44.62,1,1,1,4.17,4.17,4.17,High Risk
MERCH00409,Grocery,24,1395.46,58.14,1,1,1,4.17,4.17,4.17,High Risk
MERCH00383,Fuel,24,1173.22,48.88,2,1,1,8.33,4.17,4.17,High Risk
MERCH00096,Restaurant,24,1298.93,54.12,2,1,1,8.33,4.17,4.17,High Risk
MERCH00094,Retail,24,852.43,35.52,2,1,1,8.33,4.17,4.17,High Risk
MERCH00029,Retail,24,1145.06,47.71,1,1,1,4.17,4.17,4.17,High Risk
MERCH00762,Grocery,24,1048.68,43.7,3,1,0,12.5,4.17,0.0,Medium Risk
MERCH00736,Retail,24,1068.56,44.52,1,1,0,4.17,4.17,0.0,Low Risk
MERCH00733,Retail,24,1085.66,45.24,0,1,0,0.0,4.17,0.0,Low Risk
MERCH00724,Retail,24,897.19,37.38,1,1,0,4.17,4.17,0.0,Low Risk
MERCH00709,Retail,24,1624.84,67.7,1,1,0,4.17,4.17,0.0,Low Risk
MERCH00701,Grocery,24,958.71,39.95,2,1,0,8.33,4.17,0.0,Low Risk
MERCH00655,Retail,24,1240.04,51.67,4,1,0,16.67,4.17,0.0,High Risk
MERCH00647,Restaurant,24,1188.52,49.52,0,1,0,0.0,4.17,0.0,Low Risk
MERCH00629,Grocery,24,1067.22,44.47,2,1,0,8.33,4.17,0.0,Low Risk
MERCH00593,Retail,24,1213.14,50.55,3,1,0,12.5,4.17,0.0,Medium Risk
MERCH00592,Retail,24,974.97,40.62,1,1,0,4.17,4.17,0.0,Low Risk
MERCH00586,Retail,24,1009.36,42.06,2,1,0,8.33,4.17,0.0,Low Risk
MERCH00567,Retail,24,921.57,38.4,1,1,0,4.17,4.17,0.0,Low Risk
MERCH00567,Grocery,24,1193.29,49.72,4,1,0,16.67,4.17,0.0,High Risk
MERCH00547,Restaurant,24,1471.76,61.32,0,1,0,0.0,4.17,0.0,Low Risk
MERCH00546,Restaurant,24,1236.77,51.53,2,1,0,8.33,4.17,0.0,Low Risk
MERCH00490,Retail,24,1452.14,60.51,2,1,0,8.33,4.17,0.0,Low Risk
MERCH00403,Retail,24,1354.56,56.44,2,1,0,8.33,4.17,0.0,Low Risk
MERCH00389,Grocery,24,1138.33,47.43,2,1,0,8.33,4.17,0.0,Low Risk
MERCH00375,Retail,24,1645.68,68.57,2,1,0,8.33,4.17,0.0,Low Risk
MERCH00327,Retail,24,1281.23,53.38,0,1,0,0.0,4.17,0.0,Low Risk
MERCH00314,Retail,24,1003.72,41.82,2,1,0,8.33,4.17,0.0,Low Risk
MERCH00219,Grocery,24,1427.02,59.46,1,1,0,4.17,4.17,0.0,Low Risk
MERCH00154,Retail,24,1491.86,62.16,1,1,0,4.17,4.17,0.0,Low Risk
MERCH00144,Retail,24,1736.05,72.34,1,1,0,4.17,4.17,0.0,Low Risk
MERCH00129,Restaurant,24,1156.44,48.19,1,1,0,4.17,4.17,0.0,Low Risk
MERCH00106,Grocery,24,1425.45,59.39,2,1,0,8.33,4.17,0.0,Low Risk
MERCH00058,Grocery,24,1243.01,51.79,2,1,0,8.33,4.17,0.0,Low Risk
MERCH00023,Restaurant,24,941.63,39.23,3,1,0,12.5,4.17,0.0,Medium Risk
MERCH00012,Retail,24,812.69,33.86,1,1,0,4.17,4.17,0.0,Low Risk
MERCH00009,Retail,24,1563.57,65.15,3,1,0,12.5,4.17,0.0,Medium Risk
MERCH00617,Retail,25,1674.02,66.96,1,1,2,4.0,4.0,8.0,High Risk
MERCH00414,Retail,25,1325.67,53.03,0,1,2,0.0,4.0,8.0,High Risk
MERCH00279,Retail,25,1450.65,58.03,2,1,2,8.0,4.0,8.0,High Risk
MERCH00166,Restaurant,25,944.27,37.77,1,1,2,4.0,4.0,8.0,High Risk
MERCH00108,Grocery,25,1001.97,40.08,1,1,2,4.0,4.0,8.0,High Risk
MERCH00694,Retail,25,1230.39,49.22,4,1,1,16.0,4.0,4.0,High Risk
MERCH00686,Retail,25,1054.33,42.17,4,1,1,16.0,4.0,4.0,High Risk
MERCH00644,Retail,25,1289.09,51.56,0,1,1,0.0,4.0,4.0,High Risk
MERCH00636,Retail,25,1329.73,53.19,2,1,1,8.0,4.0,4.0,High Risk
MERCH00502,Retail,25,1803.43,72.14,0,1,1,0.0,4.0,4.0,High Risk
MERCH00455,Retail,25,1326.96,53.08,0,1,1,0.0,4.0,4.0,High Risk
MERCH00439,Restaurant,25,786.27,31.45,2,1,1,8.0,4.0,4.0,High Risk
MERCH00405,Retail,25,1705.18,68.21,1,1,1,4.0,4.0,4.0,High Risk
MERCH00291,Retail,25,1628.45,65.14,0,1,1,0.0,4.0,4.0,High Risk
MERCH00251,Grocery,25,1290.46,51.62,4,1,1,16.0,4.0,4.0,High Risk
MERCH00230,Retail,25,1486.85,59.47,3,1,1,12.0,4.0,4.0,High Risk
MERCH00158,Retail,25,1589.66,63.59,3,1,1,12.0,4.0,4.0,High Risk
MERCH00155,Retail,25,1278.28,51.13,2,1,1,8.0,4.0,4.0,High Risk
MERCH00793,Retail,25,976.82,39.07,3,1,0,12.0,4.0,0.0,Medium Risk
MERCH00780,Retail,25,1419.06,56.76,2,1,0,8.0,4.0,0.0,Low Risk
MERCH00702,Grocery,25,1688.6,67.54,4,1,0,16.0,4.0,0.0,High Risk
MERCH00584,Retail,25,1794.62,71.78,4,1,0,16.0,4.0,0.0,High Risk
MERCH00573,Retail,25,1850.54,74.02,2,1,0,8.0,4.0,0.0,Low Risk
MERCH00521,Grocery,25,981.78,39.27,3,1,0,12.0,4.0,0.0,Medium Risk
MERCH00516,Fuel,25,1506.2,60.25,2,1,0,8.0,4.0,0.0,Low Risk
MERCH00493,Grocery,25,1927.11,77.08,1,1,0,4.0,4.0,0.0,Low Risk
MERCH00476,Retail,25,1389.17,55.57,3,1,0,12.0,4.0,0.0,Medium Risk
MERCH00377,Grocery,25,992.87,39.71,2,1,0,8.0,4.0,0.0,Low Risk
MERCH00374,Grocery,25,1119.73,44.79,4,1,0,16.0,4.0,0.0,High Risk
MERCH00364,Retail,25,1130.07,45.2,2,1,0,8.0,4.0,0.0,Low Risk
MERCH00363,Retail,25,1171.59,46.86,3,1,0,12.0,4.0,0.0,Medium Risk
MERCH00345,Retail,25,1028.3,41.13,2,1,0,8.0,4.0,0.0,Low Risk
MERCH00319,Grocery,25,1090.56,43.62,2,1,0,8.0,4.0,0.0,Low Risk
MERCH00301,Retail,25,1921.21,76.85,2,1,0,8.0,4.0,0.0,Low Risk
MERCH00283,Restaurant,25,1317.85,52.71,2,1,0,8.0,4.0,0.0,Low Risk
MERCH00273,Retail,25,1423.27,56.93,3,1,0,12.0,4.0,0.0,Medium Risk
MERCH00251,Retail,25,1260.19,50.41,2,1,0,8.0,4.0,0.0,Low Risk
MERCH00156,Retail,25,1505.26,60.21,3,1,0,12.0,4.0,0.0,Medium Risk
MERCH00121,Retail,25,836.15,33.45,1,1,0,4.0,4.0,0.0,Low Risk
MERCH00115,Retail,25,1183.09,47.32,3,1,0,12.0,4.0,0.0,Medium Risk
MERCH00111,Grocery,25,970.31,38.81,3,1,0,12.0,4.0,0.0,Medium Risk
MERCH00066,Restaurant,25,1708.79,68.35,4,1,0,16.0,4.0,0.0,High Risk
MERCH00547,Retail,26,1787.21,68.74,1,1,2,3.85,3.85,7.69,High Risk
MERCH00345,Grocery,26,1478.7,56.87,1,1,2,3.85,3.85,7.69,High Risk
MERCH00137,Retail,26,1283.91,49.38,3,1,2,11.54,3.85,7.69,High Risk
MERCH00026,Grocery,26,1318.69,50.72,4,1,2,15.38,3.85,7.69,High Risk
MERCH00675,Retail,26,1292.48,49.71,3,1,1,11.54,3.85,3.85,Medium Risk
MERCH00666,Retail,26,1566.75,60.26,3,1,1,11.54,3.85,3.85,Medium Risk
MERCH00527,Retail,26,1144.24,44.01,3,1,1,11.54,3.85,3.85,Medium Risk
MERCH00525,Grocery,26,1183.79,45.53,1,1,1,3.85,3.85,3.85,Medium Risk
MERCH00430,Retail,26,1086.32,41.78,0,1,1,0.0,3.85,3.85,Medium Risk
MERCH00334,Retail,26,1570.5,60.4,2,1,1,7.69,3.85,3.85,Medium Risk
MERCH00302,Restaurant,26,1308.27,50.32,1,1,1,3.85,3.85,3.85,Medium Risk
MERCH00271,Retail,26,1284.23,49.39,1,1,1,3.85,3.85,3.85,Medium Risk
MERCH00242,Retail,26,1398.5,53.79,1,1,1,3.85,3.85,3.85,Medium Risk
MERCH00097,Retail,26,1137.73,43.76,1,1,1,3.85,3.85,3.85,Medium Risk
MERCH00800,Retail,26,1948.05,74.92,2,1,0,7.69,3.85,0.0,Low Risk
MERCH00797,Restaurant,26,917.84,35.3,1,1,0,3.85,3.85,0.0,Low Risk
MERCH00770,Retail,26,1618.4,62.25,1,1,0,3.85,3.85,0.0,Low Risk
MERCH00745,Retail,26,1816.04,69.85,2,1,0,7.69,3.85,0.0,Low Risk
MERCH00711,Retail,26,1347.75,51.84,2,1,0,7.69,3.85,0.0,Low Risk
MERCH00708,Retail,26,1263.27,48.59,0,1,0,0.0,3.85,0.0,Low Risk
MERCH00650,Retail,26,1264.38,48.63,3,1,0,11.54,3.85,0.0,Medium Risk
MERCH00631,Retail,26,1472.97,56.65,0,1,0,0.0,3.85,0.0,Low Risk
MERCH00604,Retail,26,1239.33,47.67,3,1,0,11.54,3.85,0.0,Medium Risk
MERCH00538,Restaurant,26,1469.33,56.51,2,1,0,7.69,3.85,0.0,Low Risk
MERCH00480,Retail,26,1635.22,62.89,2,1,0,7.69,3.85,0.0,Low Risk
MERCH00444,Restaurant,26,2087.23,80.28,2,1,0,7.69,3.85,0.0,Low Risk
MERCH00408,Retail,26,1180.1,45.39,3,1,0,11.54,3.85,0.0,Medium Risk
MERCH00385,Restaurant,26,1725.71,66.37,2,1,0,7.69,3.85,0.0,Low Risk
MERCH00297,Retail,26,2163.42,83.21,2,1,0,7.69,3.85,0.0,Low Risk
MERCH00208,Grocery,26,1478.15,56.85,4,1,0,15.38,3.85,0.0,High Risk
MERCH00173,Retail,26,1818.11,69.93,1,1,0,3.85,3.85,0.0,Low Risk
MERCH00172,Grocery,26,1473.07,56.66,2,1,0,7.69,3.85,0.0,Low Risk
MERCH00143,Retail,26,924.37,35.55,2,1,0,7.69,3.85,0.0,Low Risk
MERCH00082,Retail,26,1509.88,58.07,2,1,0,7.69,3.85,0.0,Low Risk
MERCH00004,Retail,26,1768.7,68.03,2,1,0,7.69,3.85,0.0,Low Risk
MERCH00504,Retail,27,1282.14,47.49,0,1,2,0.0,3.7,7.41,High Risk
MERCH00537,Restaurant,27,1926.64,71.36,2,1,1,7.41,3.7,3.7,Medium Risk
MERCH00457,Grocery,27,1267.39,46.94,2,1,1,7.41,3.7,3.7,Medium Risk
MERCH00441,Grocery,27,1678.83,62.18,2,1,1,7.41,3.7,3.7,Medium Risk
MERCH00351,Retail,27,1776.68,65.8,1,1,1,3.7,3.7,3.7,Medium Risk
MERCH00224,Retail,27,1520.42,56.31,1,1,1,3.7,3.7,3.7,Medium Risk
MERCH00159,Retail,27,1504.99,55.74,2,1,1,7.41,3.7,3.7,Medium Risk
MERCH00108,Retail,27,1917.19,71.01,1,1,1,3.7,3.7,3.7,Medium Risk
MERCH00755,Retail,27,1933.95,71.63,1,1,0,3.7,3.7,0.0,Low Risk
MERCH00710,Retail,27,1563.3,57.9,3,1,0,11.11,3.7,0.0,Medium Risk
MERCH00710,Restaurant,27,1392.45,51.57,2,1,0,7.41,3.7,0.0,Low Risk
MERCH00572,Retail,27,1595.74,59.1,1,1,0,3.7,3.7,0.0,Low Risk
MERCH00571,Retail,27,984.1,36.45,3,1,0,11.11,3.7,0.0,Medium Risk
MERCH00554,Retail,27,2049.1,75.89,1,1,0,3.7,3.7,0.0,Low Risk
MERCH00504,Restaurant,27,1882.66,69.73,3,1,0,11.11,3.7,0.0,Medium Risk
MERCH00400,Retail,27,1294.4,47.94,1,1,0,3.7,3.7,0.0,Low Risk
MERCH00389,Retail,27,1195.55,44.28,1,1,0,3.7,3.7,0.0,Low Risk
MERCH00294,Grocery,27,1340.21,49.64,0,1,0,0.0,3.7,0.0,Low Risk
MERCH00286,Retail,27,1343.49,49.76,1,1,0,3.7,3.7,0.0,Low Risk
MERCH00249,Retail,27,1147.25,42.49,1,1,0,3.7,3.7,0.0,Low Risk
MERCH00201,Retail,27,1462.11,54.15,0,1,0,0.0,3.7,0.0,Low Risk
MERCH00195,Retail,27,1451.63,53.76,0,1,0,0.0,3.7,0.0,Low Risk
MERCH00169,Retail,27,1355.44,50.2,2,1,0,7.41,3.7,0.0,Low Risk
MERCH00125,Restaurant,27,1539.61,57.02,0,1,0,0.0,3.7,0.0,Low Risk
MERCH00108,Restaurant,27,1104.97,40.92,1,1,0,3.7,3.7,0.0,Low Risk
MERCH00105,Retail,27,1097.63,40.65,0,1,0,0.0,3.7,0.0,Low Risk
MERCH00027,Retail,27,1565.29,57.97,4,1,0,14.81,3.7,0.0,Medium Risk
MERCH00356,Retail,28,1255.2,44.83,5,1,2,17.86,3.57,7.14,High Risk
MERCH00126,Retail,28,1111.39,39.69,2,1,2,7.14,3.57,7.14,High Risk
MERCH00542,Retail,28,1633.76,58.35,4,1,1,14.29,3.57,3.57,Medium Risk
MERCH00221,Retail,28,1507.79,53.85,6,1,1,21.43,3.57,3.57,High Risk
MERCH00092,Retail,28,1518.46,54.23,1,1,1,3.57,3.57,3.57,Medium Risk
MERCH00618,Retail,28,2135.76,76.28,0,1,0,0.0,3.57,0.0,Low Risk
MERCH00555,Retail,28,2095.53,74.84,2,1,0,7.14,3.57,0.0,Low Risk
MERCH00523,Retail,28,1673.58,59.77,1,1,0,3.57,3.57,0.0,Low Risk
MERCH00514,Retail,28,1534.96,54.82,3,1,0,10.71,3.57,0.0,Medium Risk
MERCH00333,Retail,28,1463.62,52.27,0,1,0,0.0,3.57,0.0,Low Risk
MERCH00188,Grocery,28,1544.86,55.17,2,1,0,7.14,3.57,0.0,Low Risk
MERCH00072,Retail,28,1639.35,58.55,2,1,0,7.14,3.57,0.0,Low Risk
MERCH00005,Grocery,28,1848.76,66.03,4,1,0,14.29,3.57,0.0,Medium Risk
MERCH00792,Retail,29,1472.03,50.76,1,1,1,3.45,3.45,3.45,Medium Risk
MERCH00525,Retail,29,1227.92,42.34,2,1,1,6.9,3.45,3.45,Medium Risk
MERCH00411,Retail,29,1590.87,54.86,2,1,1,6.9,3.45,3.45,Medium Risk
MERCH00278,Retail,29,1242.14,42.83,0,1,1,0.0,3.45,3.45,Medium Risk
MERCH00010,Retail,29,1526.52,52.64,1,1,1,3.45,3.45,3.45,Medium Risk
MERCH00747,Retail,29,1562.54,53.88,4,1,0,13.79,3.45,0.0,Medium Risk
MERCH00703,Retail,29,1377.56,47.5,3,1,0,10.34,3.45,0.0,Medium Risk
MERCH00628,Grocery,29,1246.19,42.97,1,1,0,3.45,3.45,0.0,Low Risk
MERCH00600,Retail,29,2197.1,75.76,2,1,0,6.9,3.45,0.0,Low Risk
MERCH00583,Retail,29,2293.24,79.08,1,1,0,3.45,3.45,0.0,Low Risk
MERCH00548,Retail,29,1324.03,45.66,1,1,0,3.45,3.45,0.0,Low Risk
MERCH00395,Retail,29,1547.09,53.35,3,1,0,10.34,3.45,0.0,Medium Risk
MERCH00262,Retail,29,1633.06,56.31,0,1,0,0.0,3.45,0.0,Low Risk
MERCH00146,Grocery,29,1775.26,61.22,2,1,0,6.9,3.45,0.0,Low Risk
MERCH00141,Retail,29,1527.21,52.66,0,1,0,0.0,3.45,0.0,Low Risk
MERCH00085,Retail,29,1799.4,62.05,3,1,0,10.34,3.45,0.0,Medium Risk
MERCH00622,Retail,30,1648.83,54.96,4,1,0,13.33,3.33,0.0,Medium Risk
MERCH00484,Grocery,30,1904.45,63.48,2,1,0,6.67,3.33,0.0,Low Risk
MERCH00479,Retail,30,1441.1,48.04,4,1,0,13.33,3.33,0.0,Medium Risk
MERCH00462,Retail,30,1343.84,44.79,0,1,0,0.0,3.33,0.0,Low Risk
MERCH00630,Retail,31,2030.75,65.51,5,1,1,16.13,3.23,3.23,High Risk
MERCH00093,Retail,31,1149.11,37.07,3,1,1,9.68,3.23,3.23,Medium Risk
MERCH00193,Retail,31,1822.92,58.8,1,1,0,3.23,3.23,0.0,Low Risk
MERCH00170,Retail,31,1367.57,44.12,0,1,0,0.0,3.23,0.0,Low Risk
MERCH00066,Retail,31,1773.12,57.2,2,1,0,6.45,3.23,0.0,Low Risk
MERCH00725,Retail,32,1651.56,51.61,2,1,2,6.25,3.13,6.25,High Risk
MERCH00582,Retail,32,1576.06,49.25,2,1,1,6.25,3.13,3.13,Medium Risk
MERCH00667,Retail,32,1863.15,58.22,3,1,0,9.38,3.13,0.0,Low Risk
MERCH00676,Retail,33,1537.24,46.58,1,1,1,3.03,3.03,3.03,Medium Risk
MERCH00648,Retail,33,2212.02,67.03,3,1,1,9.09,3.03,3.03,Medium Risk
MERCH00734,Retail,33,2040.31,61.83,1,1,0,3.03,3.03,0.0,Low Risk
MERCH00729,Retail,33,1785.76,54.11,3,1,0,9.09,3.03,0.0,Low Risk
MERCH00082,Grocery,33,2098.63,63.59,1,1,0,3.03,3.03,0.0,Low Risk
MERCH00223,Retail,34,1955.1,57.5,0,1,0,0.0,2.94,0.0,Low Risk
MERCH00182,Retail,34,1793.05,52.74,2,1,0,5.88,2.94,0.0,Low Risk
