transaction_id,customer_id,merchant_id,transaction_datetime,transaction_amount,payment_method,channel,device_type,merchant_category,customer_location,transaction_status,failure_reason,processor_response_ms,is_fraud,is_chargeback
TXN00023906,CUST009004,MERCH00767,2024-10-02 07:06:43,100.73,Credit Card,In-Store,Desktop,Grocery,MA,Approved,None,576,0,0
TXN00035391,CUST011856,MERCH00672,2024-08-05 08:40:25,20.91,Digital Wallet,Online,Desktop,Fuel,GA,Approved,None,658,0,0
TXN00081467,CUST002965,MERCH00749,2024-11-05 02:37:00,33.68,Credit Card,In-Store,Mobile,Fuel,IL,Approved,None,538,0,0
TXN00011916,CUST001646,MERCH00140,2024-06-16 06:20:40,56.97,Digital Wallet,In-Store,Mobile,Retail,NV,Approved,None,536,0,0
TXN00073112,CUST008731,MERCH00461,2024-06-19 18:13:38,48.87,Debit Card,In-Store,POS Terminal,Healthcare,OR,Approved,None,454,0,0
TXN00058984,CUST008293,MERCH00604,2024-10-14 21:11:49,41.65,Debit Card,Online,POS Terminal,Retail,CO,Approved,None,456,1,0
TXN00048388,CUST003926,MERCH00056,2024-01-30 14:11:46,17.49,Debit Card,Online,Desktop,Retail,OR,Approved,None,699,0,0
TXN00013631,CUST000846,MERCH00154,2024-07-14 06:29:26,44.26,Credit Card,Mobile App,Mobile,Retail,CO,Failed,Merchant Decline,349,0,0
TXN00097064,CUST008506,MERCH00087,2024-11-01 10:31:31,85.96,Credit Card,Mobile App,Mobile,Grocery,NV,Approved,None,234,0,0
TXN00004613,CUST006485,MERCH00587,2024-01-22 14:02:10,32.9,Debit Card,In-Store,Desktop,Retail,PA,Approved,None,584,0,0
TXN00003909,CUST010495,MERCH00364,2024-03-18 06:49:59,12.96,Debit Card,In-Store,Mobile,Travel,OR,Approved,None,385,0,0
TXN00087626,CUST011744,MERCH00314,2024-11-11 14:45:49,20.11,Digital Wallet,Mobile App,Desktop,Grocery,OH,Approved,None,290,0,0
TXN00093276,CUST006330,MERCH00798,2024-07-07 13:21:09,88.35,Credit Card,In-Store,Desktop,Entertainment,AZ,Approved,None,376,0,0
TXN00062256,CUST010866,MERCH00477,2024-07-14 11:32:32,50.68,Credit Card,Online,Mobile,Restaurant,OH,Approved,None,380,0,0
TXN00049576,CUST001664,MERCH00766,2024-06-30 14:22:50,6.7,Digital Wallet,In-Store,Desktop,Retail,IL,Approved,None,346,0,0
TXN00077570,CUST011089,MERCH00003,2024-01-22 01:30:46,21.08,Debit Card,Mobile App,Mobile,Retail,FL,Approved,None,309,0,0
TXN00059407,CUST002303,MERCH00365,2024-03-28 20:54:24,70.69,Debit Card,Online,Mobile,Grocery,CA,Approved,None,383,0,0
TXN00064184,CUST006700,MERCH00486,2024-12-28 19:12:28,9.56,Credit Card,Online,Mobile,Financial Services,IL,Approved,None,611,0,0
TXN00064494,CUST009477,MERCH00711,2024-06-09 23:49:25,156.29,Credit Card,Mobile App,Desktop,Grocery,OH,Approved,None,563,0,0
TXN00069710,CUST011467,MERCH00056,2024-09-28 14:38:19,189.15,Debit Card,Online,POS Terminal,Healthcare,NV,Approved,None,661,0,0
TXN00089147,CUST000801,MERCH00006,2024-12-13 07:44:08,13.54,Debit Card,In-Store,Desktop,Grocery,NC,Approved,None,622,0,0
TXN00069732,CUST007719,MERCH00756,2024-10-02 21:12:20,8.81,Debit Card,Online,POS Terminal,Fuel,GA,Approved,None,522,0,0
TXN00070678,CUST009241,MERCH00154,2024-12-18 13:11:13,32.67,Debit Card,In-Store,Tablet,Retail,CO,Approved,None,386,0,0
TXN00006511,CUST011710,MERCH00239,2024-03-22 07:02:32,24.35,Credit Card,Online,Desktop,Entertainment,AZ,Approved,None,167,0,0
TXN00038864,CUST009852,MERCH00171,2024-05-19 12:31:57,20.55,Credit Card,In-Store,Mobile,Healthcare,TX,Approved,None,277,0,0
TXN00064377,CUST008941,MERCH00039,2024-01-29 18:42:34,22.82,Credit Card,In-Store,Desktop,Entertainment,GA,Approved,None,463,0,0
TXN00059258,CUST004022,MERCH00251,2024-09-07 23:26:45,28.09,Credit Card,Online,Desktop,Subscription,CA,Approved,None,399,0,0
TXN00090814,CUST004655,MERCH00176,2024-01-01 23:34:29,5.32,Credit Card,In-Store,POS Terminal,Retail,PA,Approved,None,214,0,0
TXN00090857,CUST006884,MERCH00214,2024-02-01 13:15:16,36.99,Digital Wallet,Online,Mobile,Retail,GA,Failed,Invalid Account,675,0,0
TXN00093505,CUST007030,MERCH00194,2024-01-31 09:01:09,25.41,ACH,Mobile App,Mobile,Grocery,NV,Approved,None,331,0,0
TXN00023722,CUST009520,MERCH00248,2024-08-10 04:44:34,13.15,Credit Card,Online,POS Terminal,Restaurant,OR,Approved,None,637,0,0
TXN00075281,CUST002570,MERCH00556,2024-03-20 13:44:41,76.05,Credit Card,Mobile App,Desktop,Fuel,GA,Approved,None,238,0,0
TXN00012466,CUST011052,MERCH00376,2024-07-18 12:12:47,20.41,Credit Card,Online,POS Terminal,Electronics,CO,Failed,Card Limit Exceeded,314,0,0
TXN00082233,CUST009536,MERCH00749,2024-09-22 08:59:55,137.03,Debit Card,In-Store,POS Terminal,Restaurant,TX,Approved,None,877,0,0
TXN00022080,CUST009675,MERCH00304,2024-04-26 05:50:10,30.97,Credit Card,Mobile App,Mobile,Retail,GA,Approved,None,449,0,0
TXN00009901,CUST008249,MERCH00653,2024-04-13 05:44:07,133.83,Credit Card,Mobile App,POS Terminal,Subscription,MA,Approved,None,316,0,0
TXN00090939,CUST010235,MERCH00135,2024-10-11 21:47:23,30.6,ACH,Online,Tablet,Travel,CO,Approved,None,324,0,0
TXN00096142,CUST006558,MERCH00624,2024-08-20 23:59:53,10.18,Digital Wallet,In-Store,POS Terminal,Subscription,WA,Approved,None,422,0,0
TXN00094156,CUST000209,MERCH00620,2024-08-03 21:45:58,20.94,Credit Card,Online,Desktop,Travel,TX,Approved,None,467,0,0
TXN00090960,CUST009407,MERCH00665,2024-04-30 07:09:36,137.0,Credit Card,In-Store,Mobile,Financial Services,OH,Approved,None,443,0,0
TXN00084986,CUST000268,MERCH00464,2024-03-02 10:55:48,38.77,Digital Wallet,Online,POS Terminal,Restaurant,NY,Approved,None,732,0,0
TXN00006516,CUST000550,MERCH00009,2024-03-18 08:36:12,33.51,Credit Card,Mobile App,Mobile,Grocery,IL,Approved,None,356,0,1
TXN00027540,CUST004674,MERCH00660,2024-05-05 19:52:08,80.31,Debit Card,Online,Desktop,Restaurant,FL,Approved,None,673,0,0
TXN00031892,CUST009952,MERCH00333,2024-05-21 21:47:45,14.9,Debit Card,In-Store,Mobile,Retail,MA,Approved,None,594,0,0
TXN00055364,CUST008721,MERCH00259,2024-10-03 09:08:56,18.19,Debit Card,In-Store,Desktop,Subscription,GA,Approved,None,815,0,0
TXN00041173,CUST003789,MERCH00048,2024-06-14 10:14:08,38.16,Credit Card,In-Store,Mobile,Electronics,OH,Approved,None,226,0,0
TXN00023326,CUST006077,MERCH00692,2024-07-28 09:51:30,10.7,Credit Card,Online,Desktop,Subscription,PA,Approved,None,357,0,0
TXN00067489,CUST010613,MERCH00291,2024-04-08 17:04:18,21.09,Credit Card,In-Store,Desktop,Entertainment,CA,Approved,None,284,0,0
TXN00087708,CUST000216,MERCH00436,2024-01-18 10:43:44,25.54,Credit Card,In-Store,Desktop,Restaurant,OH,Approved,None,337,0,0
TXN00017532,CUST007880,MERCH00045,2024-03-13 04:23:05,330.91,Credit Card,Online,Mobile,Restaurant,CA,Approved,None,434,0,0
TXN00034920,CUST009564,MERCH00710,2024-11-12 01:41:46,18.25,Digital Wallet,Online,POS Terminal,Grocery,IL,Approved,None,545,0,0
TXN00077895,CUST001050,MERCH00518,2024-10-23 11:16:53,46.38,Credit Card,In-Store,Mobile,Retail,NV,Approved,None,577,0,0
TXN00010216,CUST006870,MERCH00229,2024-12-15 13:22:11,16.7,ACH,In-Store,Mobile,Fuel,OR,Approved,None,727,0,0
TXN00019864,CUST009298,MERCH00073,2024-04-24 04:58:49,25.34,Digital Wallet,Online,Mobile,Subscription,PA,Approved,None,429,0,0
TXN00091443,CUST001509,MERCH00295,2024-07-30 21:37:45,132.88,ACH,In-Store,POS Terminal,Subscription,FL,Approved,None,538,0,0
TXN00007269,CUST000058,MERCH00429,2024-12-25 00:48:50,11.36,Debit Card,In-Store,Desktop,Grocery,GA,Approved,None,401,0,0
TXN00059727,CUST011779,MERCH00106,2024-03-11 03:49:19,3.68,Credit Card,Online,Mobile,Fuel,GA,Approved,None,477,0,1
TXN00070803,CUST007494,MERCH00304,2024-04-04 01:39:28,60.86,Credit Card,In-Store,Desktop,Retail,OR,Approved,None,405,0,0
TXN00008784,CUST006157,MERCH00426,2024-06-12 10:49:37,11.65,Debit Card,Online,Mobile,Entertainment,TX,Approved,None,242,0,0
TXN00076086,CUST001083,MERCH00115,2024-03-21 15:46:29,144.87,ACH,Mobile App,Mobile,Restaurant,CO,Approved,None,605,0,0
TXN00088174,CUST001164,MERCH00297,2024-02-22 08:46:51,46.05,Credit Card,In-Store,Desktop,Grocery,WA,Approved,None,347,0,0
TXN00084682,CUST008295,MERCH00017,2024-01-04 20:12:12,13.16,Debit Card,In-Store,Mobile,Retail,NC,Approved,None,115,0,0
TXN00051538,CUST006195,MERCH00455,2024-09-05 03:59:43,42.5,Credit Card,Mobile App,Desktop,Restaurant,CA,Approved,None,473,0,0
TXN00065183,CUST005863,MERCH00603,2024-06-26 13:52:35,88.35,Credit Card,Mobile App,Mobile,Retail,MA,Approved,None,474,0,0
TXN00048671,CUST010760,MERCH00702,2024-01-21 14:00:33,28.76,Digital Wallet,In-Store,Mobile,Retail,CO,Approved,None,634,0,0
TXN00099291,CUST010193,MERCH00123,2024-12-30 18:59:48,73.55,Debit Card,Online,POS Terminal,Retail,NY,Approved,None,786,0,0
TXN00039708,CUST011900,MERCH00696,2024-01-15 22:46:34,88.81,Credit Card,Online,Desktop,Retail,TX,Approved,None,429,0,0
TXN00073022,CUST000114,MERCH00582,2024-08-03 12:31:39,68.61,ACH,Online,Mobile,Entertainment,OH,Approved,None,476,0,1
TXN00082787,CUST000970,MERCH00633,2024-09-30 10:10:54,6.01,Digital Wallet,Online,Mobile,Entertainment,NV,Approved,None,404,0,0
TXN00052542,CUST010929,MERCH00419,2024-08-01 11:34:57,24.55,Debit Card,In-Store,Desktop,Restaurant,IL,Approved,None,382,0,0
TXN00009603,CUST004718,MERCH00776,2024-08-31 19:06:25,23.75,Credit Card,Mobile App,Desktop,Electronics,WA,Approved,None,379,0,0
TXN00054311,CUST008223,MERCH00770,2024-05-23 15:59:34,74.41,Credit Card,Mobile App,Desktop,Restaurant,NC,Approved,None,152,0,0
TXN00054636,CUST008196,MERCH00457,2024-07-04 04:51:19,17.72,Debit Card,In-Store,POS Terminal,Fuel,PA,Approved,None,526,0,0
TXN00072533,CUST006707,MERCH00363,2024-07-11 12:15:08,14.08,Credit Card,In-Store,Mobile,Fuel,NC,Approved,None,301,0,0
TXN00010747,CUST010651,MERCH00035,2024-04-02 19:56:09,16.19,Digital Wallet,Online,POS Terminal,Retail,GA,Approved,None,254,0,0
TXN00040804,CUST005780,MERCH00258,2024-03-29 22:33:27,5.8,Credit Card,Online,Desktop,Retail,CO,Approved,None,310,0,0
TXN00024698,CUST009411,MERCH00127,2024-07-23 06:09:20,37.97,Debit Card,In-Store,Mobile,Financial Services,CA,Approved,None,229,1,0
TXN00049970,CUST009301,MERCH00514,2024-06-30 13:47:06,7.33,Debit Card,Online,Mobile,Retail,CA,Approved,None,531,0,0
TXN00054855,CUST003272,MERCH00352,2024-01-17 02:45:11,39.02,Debit Card,In-Store,Tablet,Fuel,GA,Approved,None,276,0,0
TXN00039488,CUST006144,MERCH00410,2024-08-03 17:28:03,14.32,ACH,In-Store,POS Terminal,Retail,IL,Approved,None,744,0,0
TXN00041486,CUST004169,MERCH00671,2024-11-29 18:41:36,176.66,Digital Wallet,In-Store,POS Terminal,Restaurant,NC,Approved,None,203,0,0
TXN00034082,CUST008747,MERCH00173,2024-04-03 14:30:23,15.04,Credit Card,In-Store,Desktop,Grocery,WA,Approved,None,529,0,0
TXN00078015,CUST008316,MERCH00032,2024-03-07 06:40:19,30.01,Debit Card,Mobile App,Desktop,Retail,CA,Approved,None,637,0,0
TXN00020008,CUST006217,MERCH00380,2024-05-16 21:23:43,10.81,Credit Card,Mobile App,Mobile,Retail,CO,Approved,None,489,0,0
TXN00039597,CUST009239,MERCH00038,2024-11-12 19:06:10,251.08,Digital Wallet,Mobile App,Desktop,Retail,OR,Approved,None,678,0,0
TXN00074360,CUST010885,MERCH00678,2024-11-21 11:24:04,21.03,Digital Wallet,Online,Tablet,Fuel,CA,Approved,None,289,0,0
TXN00082530,CUST011204,MERCH00525,2024-06-23 08:13:09,8.81,Debit Card,Online,Mobile,Restaurant,TX,Approved,None,501,0,0
TXN00068757,CUST002214,MERCH00483,2024-08-27 06:49:36,13.21,Debit Card,Online,Desktop,Restaurant,PA,Approved,None,490,0,0
TXN00081323,CUST008035,MERCH00488,2024-06-24 16:44:35,108.7,Debit Card,Online,Desktop,Electronics,NV,Approved,None,340,0,0
TXN00003948,CUST001957,MERCH00692,2024-12-06 07:51:19,36.84,Debit Card,In-Store,Mobile,Grocery,TX,Approved,None,292,0,0
TXN00068716,CUST000686,MERCH00323,2024-11-19 20:00:44,103.81,Credit Card,Online,POS Terminal,Healthcare,GA,Approved,None,440,0,0
TXN00055316,CUST007203,MERCH00767,2024-09-16 04:09:30,14.84,Digital Wallet,In-Store,POS Terminal,Retail,OH,Approved,None,348,0,0
TXN00021357,CUST002579,MERCH00255,2024-02-22 14:25:43,15.88,ACH,Online,POS Terminal,Grocery,WA,Approved,None,253,0,0
TXN00029441,CUST000088,MERCH00023,2024-11-22 05:46:56,40.89,Credit Card,In-Store,Tablet,Grocery,FL,Approved,None,493,0,0
TXN00065626,CUST000378,MERCH00583,2024-02-10 17:03:29,25.1,Digital Wallet,Online,Mobile,Financial Services,PA,Approved,None,333,0,0
TXN00030001,CUST000738,MERCH00191,2024-08-28 17:09:34,16.1,Debit Card,Online,Mobile,Subscription,PA,Approved,None,629,0,0
TXN00085831,CUST006278,MERCH00696,2024-06-13 02:48:11,43.28,Credit Card,In-Store,Tablet,Fuel,CO,Approved,None,358,0,0
TXN00017223,CUST003435,MERCH00607,2024-01-05 00:05:28,141.04,Digital Wallet,Online,Desktop,Electronics,NY,Approved,None,443,0,0
TXN00029274,CUST008471,MERCH00544,2024-11-09 05:13:56,22.57,Debit Card,Mobile App,Desktop,Restaurant,CO,Approved,None,502,0,0
TXN00022504,CUST008880,MERCH00464,2024-04-16 07:56:26,25.59,Digital Wallet,Mobile App,Tablet,Fuel,NC,Approved,None,795,0,0
TXN00058113,CUST010541,MERCH00425,2024-11-04 11:03:43,32.46,Debit Card,Mobile App,Tablet,Fuel,AZ,Approved,None,398,0,0
TXN00032348,CUST010046,MERCH00442,2024-09-21 05:50:34,3.21,Credit Card,In-Store,POS Terminal,Retail,OR,Approved,None,383,0,0
TXN00020159,CUST006618,MERCH00174,2024-05-22 18:38:51,274.06,Credit Card,Mobile App,Mobile,Retail,PA,Approved,None,821,0,0
TXN00027025,CUST002570,MERCH00525,2024-12-15 20:20:05,52.73,Credit Card,In-Store,POS Terminal,Retail,NV,Approved,None,419,0,0
TXN00087743,CUST005888,MERCH00369,2024-07-05 16:26:55,26.62,ACH,Online,Mobile,Healthcare,OH,Approved,None,563,0,0
TXN00007551,CUST010996,MERCH00728,2024-01-06 19:38:47,12.69,Digital Wallet,Online,Mobile,Restaurant,NV,Approved,None,585,0,0
TXN00046839,CUST001677,MERCH00682,2024-11-07 05:49:25,34.2,Credit Card,Mobile App,Mobile,Financial Services,GA,Failed,Card Limit Exceeded,584,0,0
TXN00012175,CUST009388,MERCH00471,2024-02-14 01:22:21,63.11,Debit Card,In-Store,Mobile,Retail,CA,Approved,None,495,0,0
TXN00063934,CUST007836,MERCH00571,2024-10-17 07:23:29,32.16,Credit Card,Online,Mobile,Fuel,OR,Approved,None,415,0,0
TXN00078663,CUST008018,MERCH00797,2024-12-03 17:31:17,33.25,Credit Card,In-Store,Mobile,Travel,TX,Approved,None,322,0,0
TXN00008608,CUST008514,MERCH00310,2024-08-16 08:58:26,53.67,Credit Card,In-Store,Tablet,Travel,IL,Approved,None,787,0,0
TXN00082117,CUST009658,MERCH00622,2024-02-08 21:32:20,42.61,Digital Wallet,In-Store,Desktop,Subscription,OR,Approved,None,438,0,0
TXN00014605,CUST006883,MERCH00734,2024-09-30 05:06:40,108.77,ACH,Online,Desktop,Retail,WA,Approved,None,499,0,0
TXN00054623,CUST005456,MERCH00772,2024-06-27 19:02:13,62.88,Credit Card,Online,POS Terminal,Electronics,NC,Approved,None,565,0,0
TXN00044664,CUST008595,MERCH00767,2024-04-24 04:31:49,29.28,Debit Card,Online,Tablet,Healthcare,WA,Approved,None,474,0,0
TXN00019058,CUST001330,MERCH00770,2024-11-01 22:57:02,21.88,Credit Card,In-Store,Mobile,Retail,FL,Approved,None,194,0,0
TXN00010306,CUST010927,MERCH00031,2024-09-05 14:41:41,91.57,Debit Card,In-Store,Desktop,Subscription,GA,Approved,None,488,1,0
TXN00028815,CUST002929,MERCH00440,2024-06-17 06:17:00,498.21,ACH,In-Store,Mobile,Retail,CA,Approved,None,495,0,0
TXN00097998,CUST003291,MERCH00151,2024-11-08 10:24:27,4.44,Credit Card,Mobile App,Mobile,Retail,FL,Approved,None,564,0,0
TXN00014011,CUST010805,MERCH00258,2024-09-18 04:51:40,103.54,ACH,In-Store,POS Terminal,Restaurant,CA,Approved,None,304,0,0
TXN00029959,CUST003369,MERCH00233,2024-03-21 18:09:40,36.63,Credit Card,Online,Desktop,Restaurant,CA,Approved,None,676,0,0
TXN00006546,CUST010370,MERCH00516,2024-05-15 15:12:41,22.19,Credit Card,Online,Desktop,Financial Services,NV,Approved,None,764,0,0
TXN00081474,CUST005861,MERCH00114,2024-03-19 08:57:08,62.79,Credit Card,In-Store,Desktop,Restaurant,PA,Approved,None,462,0,0
TXN00083550,CUST002240,MERCH00624,2024-08-31 04:38:36,44.12,Credit Card,In-Store,Tablet,Travel,TX,Approved,None,378,0,0
TXN00038979,CUST001863,MERCH00160,2024-03-24 17:08:17,35.81,Digital Wallet,In-Store,POS Terminal,Healthcare,GA,Approved,None,688,0,0
TXN00057395,CUST001973,MERCH00204,2024-09-23 22:46:23,31.22,Credit Card,Mobile App,Mobile,Financial Services,FL,Approved,None,718,0,0
TXN00024481,CUST004406,MERCH00642,2024-06-16 18:43:20,28.98,Digital Wallet,Online,Desktop,Grocery,CO,Approved,None,317,0,0
TXN00085062,CUST009597,MERCH00522,2024-03-21 11:35:10,214.32,Debit Card,In-Store,Desktop,Grocery,IL,Approved,None,391,0,0
TXN00088384,CUST009985,MERCH00670,2024-10-17 01:31:49,99.12,Credit Card,In-Store,Mobile,Retail,NV,Approved,None,556,0,0
TXN00094399,CUST006949,MERCH00323,2024-10-17 13:54:49,64.43,Digital Wallet,In-Store,Desktop,Retail,FL,Approved,None,256,0,1
TXN00030641,CUST009844,MERCH00186,2024-11-14 15:07:35,29.77,Digital Wallet,Mobile App,POS Terminal,Grocery,NY,Approved,None,670,0,0
TXN00002777,CUST011310,MERCH00392,2024-04-29 05:50:15,5.88,Credit Card,Online,Desktop,Travel,CA,Approved,None,532,0,0
TXN00084410,CUST008378,MERCH00718,2024-03-03 09:43:33,11.07,Debit Card,In-Store,POS Terminal,Financial Services,OH,Approved,None,80,0,0
TXN00072360,CUST004680,MERCH00033,2024-09-17 05:49:17,268.59,Credit Card,In-Store,Tablet,Travel,GA,Approved,None,235,0,0
TXN00064177,CUST001825,MERCH00509,2024-04-20 16:45:56,25.37,Digital Wallet,In-Store,POS Terminal,Retail,NY,Approved,None,273,0,0
TXN00043388,CUST003657,MERCH00596,2024-10-23 04:50:42,16.93,Credit Card,Online,Desktop,Fuel,TX,Approved,None,736,0,0
TXN00019558,CUST002537,MERCH00103,2024-09-13 11:51:18,38.54,Credit Card,Online,Desktop,Subscription,AZ,Approved,None,309,0,0
TXN00041333,CUST006518,MERCH00615,2024-01-02 10:29:29,44.23,Debit Card,Online,Mobile,Financial Services,OH,Approved,None,533,0,0
TXN00030401,CUST000025,MERCH00214,2024-06-05 04:45:11,26.7,Digital Wallet,In-Store,Desktop,Travel,PA,Approved,None,556,0,0
TXN00096171,CUST001492,MERCH00052,2024-03-13 14:23:13,35.6,Digital Wallet,Online,Mobile,Travel,IL,Approved,None,80,0,0
TXN00093590,CUST002169,MERCH00159,2024-11-20 22:40:01,17.44,Debit Card,Online,Desktop,Grocery,CA,Approved,None,204,0,0
TXN00076264,CUST001053,MERCH00120,2024-05-18 16:32:58,4.84,ACH,Online,Mobile,Restaurant,NC,Approved,None,167,0,0
TXN00012084,CUST004638,MERCH00635,2024-06-29 02:49:28,35.76,Credit Card,Online,Mobile,Retail,AZ,Approved,None,424,0,1
TXN00096516,CUST004583,MERCH00733,2024-06-11 03:23:55,56.28,Digital Wallet,In-Store,Desktop,Grocery,WA,Approved,None,992,0,0
TXN00028650,CUST008723,MERCH00233,2024-03-14 13:45:00,51.47,Credit Card,Online,POS Terminal,Grocery,OR,Approved,None,698,0,0
TXN00094395,CUST005548,MERCH00516,2024-07-31 17:27:44,115.43,Credit Card,Mobile App,POS Terminal,Fuel,CO,Approved,None,465,0,0
TXN00048155,CUST005551,MERCH00371,2024-06-03 11:50:45,76.81,Credit Card,Online,Desktop,Restaurant,NV,Approved,None,637,0,0
TXN00029635,CUST002623,MERCH00615,2024-03-03 18:01:09,28.36,Debit Card,Mobile App,POS Terminal,Subscription,NC,Approved,None,442,0,0
TXN00031795,CUST005371,MERCH00378,2024-07-08 18:06:45,16.2,Credit Card,In-Store,POS Terminal,Retail,NC,Approved,None,279,0,0
TXN00063367,CUST010944,MERCH00239,2024-04-05 02:19:38,99.14,Credit Card,Online,Desktop,Retail,MA,Approved,None,513,0,0
TXN00036662,CUST009625,MERCH00064,2024-05-24 02:08:35,18.44,Debit Card,In-Store,Desktop,Electronics,IL,Approved,None,181,0,1
TXN00000810,CUST009273,MERCH00332,2024-03-30 18:19:08,66.17,Credit Card,Online,Mobile,Subscription,GA,Approved,None,389,0,0
TXN00082533,CUST006913,MERCH00591,2024-01-14 09:37:04,25.79,Credit Card,Mobile App,POS Terminal,Restaurant,WA,Approved,None,498,0,0
TXN00068959,CUST006812,MERCH00727,2024-04-25 11:34:36,10.51,Credit Card,Online,Mobile,Fuel,OH,Approved,None,689,0,0
TXN00082886,CUST009304,MERCH00569,2024-08-02 12:04:54,13.54,ACH,Mobile App,Desktop,Electronics,CO,Approved,None,294,0,0
TXN00015782,CUST009703,MERCH00522,2024-09-08 04:54:54,5.52,Debit Card,Mobile App,Desktop,Retail,NY,Approved,None,480,0,0
TXN00042500,CUST011727,MERCH00050,2024-11-09 17:54:30,39.29,Debit Card,In-Store,Mobile,Grocery,IL,Approved,None,658,0,0
TXN00003733,CUST009469,MERCH00720,2024-03-07 16:32:51,17.72,Debit Card,In-Store,Mobile,Retail,OR,Approved,None,286,0,0
TXN00090022,CUST006469,MERCH00604,2024-10-30 21:42:56,109.09,Credit Card,Online,Desktop,Fuel,PA,Approved,None,457,0,0
TXN00091766,CUST007290,MERCH00148,2024-10-08 17:21:37,27.77,Credit Card,In-Store,Desktop,Financial Services,CO,Approved,None,535,0,1
TXN00004251,CUST000481,MERCH00270,2024-08-02 09:50:53,31.85,Credit Card,In-Store,Mobile,Retail,NV,Approved,None,282,0,0
TXN00056433,CUST003547,MERCH00619,2024-11-13 17:36:42,250.78,Credit Card,Online,Mobile,Travel,GA,Approved,None,407,0,0
TXN00042105,CUST000475,MERCH00422,2024-07-27 08:45:19,403.78,Credit Card,Online,Desktop,Travel,NY,Approved,None,190,0,0
TXN00002612,CUST004736,MERCH00209,2024-01-24 12:41:11,21.42,Credit Card,Online,Mobile,Restaurant,CO,Approved,None,284,0,0
TXN00060376,CUST000609,MERCH00022,2024-10-19 02:56:50,111.56,Credit Card,In-Store,Mobile,Entertainment,NC,Approved,None,595,0,0
TXN00080365,CUST005008,MERCH00032,2024-11-06 23:14:12,40.0,ACH,In-Store,Desktop,Travel,TX,Approved,None,400,0,0
TXN00004321,CUST006121,MERCH00255,2024-03-05 12:03:03,21.41,Debit Card,In-Store,Desktop,Entertainment,CO,Approved,None,657,0,0
TXN00071712,CUST011522,MERCH00332,2024-08-02 10:44:06,5.92,Credit Card,Online,Tablet,Grocery,NY,Approved,None,579,1,0
TXN00031828,CUST002870,MERCH00156,2024-10-25 06:55:03,10.37,Credit Card,In-Store,POS Terminal,Entertainment,AZ,Approved,None,361,0,0
TXN00065901,CUST008570,MERCH00063,2024-07-08 00:33:34,14.74,Digital Wallet,Online,Tablet,Electronics,FL,Approved,None,570,0,0
TXN00090209,CUST003932,MERCH00076,2024-09-20 08:31:07,40.58,Credit Card,In-Store,Desktop,Subscription,CA,Approved,None,418,0,0
TXN00016956,CUST011903,MERCH00539,2024-07-18 22:18:11,14.3,Debit Card,In-Store,Tablet,Travel,NV,Approved,None,980,0,0
TXN00003618,CUST009268,MERCH00125,2024-08-20 21:43:39,28.08,ACH,In-Store,Desktop,Restaurant,WA,Approved,None,612,0,0
TXN00026772,CUST007591,MERCH00283,2024-01-12 19:24:21,29.9,Debit Card,Mobile App,Mobile,Retail,IL,Approved,None,405,0,0
TXN00079502,CUST000864,MERCH00104,2024-03-23 04:09:00,11.46,Credit Card,Online,Desktop,Grocery,FL,Approved,None,414,0,0
TXN00030688,CUST000073,MERCH00081,2024-01-07 23:40:39,9.53,Debit Card,In-Store,Mobile,Entertainment,NC,Approved,None,511,0,0
TXN00030095,CUST007815,MERCH00773,2024-06-05 12:03:03,6.37,Digital Wallet,In-Store,Tablet,Subscription,TX,Approved,None,666,0,0
TXN00000334,CUST000999,MERCH00515,2024-08-22 04:21:17,60.65,Credit Card,Online,Tablet,Electronics,OH,Approved,None,675,1,0
TXN00003330,CUST007502,MERCH00503,2024-03-30 00:04:44,14.48,Debit Card,In-Store,Mobile,Healthcare,AZ,Approved,None,354,0,0
TXN00048043,CUST003732,MERCH00326,2024-07-17 14:16:29,19.54,ACH,In-Store,Mobile,Electronics,GA,Approved,None,611,0,0
TXN00018287,CUST003691,MERCH00302,2024-10-31 10:24:42,32.42,Credit Card,Mobile App,Mobile,Financial Services,FL,Approved,None,505,0,0
TXN00043848,CUST002152,MERCH00077,2024-12-11 08:39:24,135.03,Credit Card,Mobile App,POS Terminal,Travel,OR,Approved,None,512,0,0
TXN00013421,CUST000514,MERCH00002,2024-02-10 17:08:20,78.24,Digital Wallet,Mobile App,POS Terminal,Fuel,MA,Approved,None,525,0,0
TXN00090657,CUST005911,MERCH00347,2024-02-25 17:02:53,73.6,Digital Wallet,In-Store,Desktop,Travel,CO,Approved,None,628,0,0
TXN00098498,CUST000115,MERCH00515,2024-03-04 08:57:44,57.29,Credit Card,In-Store,Desktop,Subscription,TX,Approved,None,644,0,0
TXN00036057,CUST011479,MERCH00688,2024-01-27 02:27:14,92.31,Debit Card,In-Store,Mobile,Grocery,WA,Approved,None,462,1,1
TXN00072916,CUST008037,MERCH00679,2024-04-19 22:39:07,47.57,Credit Card,In-Store,POS Terminal,Grocery,NV,Approved,None,540,0,0
TXN00019411,CUST001744,MERCH00414,2024-07-03 03:41:24,47.85,Debit Card,In-Store,Mobile,Entertainment,NC,Approved,None,721,0,0
TXN00033348,CUST004626,MERCH00213,2024-04-14 07:57:09,37.72,Debit Card,Mobile App,Mobile,Retail,PA,Approved,None,291,0,0
TXN00043140,CUST006508,MERCH00193,2024-07-08 17:07:01,291.85,Digital Wallet,Online,Mobile,Subscription,NY,Approved,None,293,0,0
